oktmo,name,year,badcompanies
94612000,Граховский муниципальный район,2012,1.0
94612000,Граховский муниципальный район,2013,1.0
94612000,Граховский муниципальный район,2014,2.0
94612000,Граховский муниципальный район,2015,2.0
94612000,Граховский муниципальный район,2016,2.0
94612422,Граховское,2010,1.0
94612422,Граховское,2011,2.0
94612422,Граховское,2012,1.0
94612444,Новогорское,2009,1.0
94612447,Порымозаречное,2010,1.0
94612447,Порымозаречное,2011,1.0
94612455,Староятчинское,2009,1.0
94612455,Староятчинское,2010,1.0
94614000,Дебесский муниципальный район,2009,5.0
94614000,Дебесский муниципальный район,2010,4.0
94614000,Дебесский муниципальный район,2011,3.0
94614000,Дебесский муниципальный район,2012,1.0
94614000,Дебесский муниципальный район,2013,1.0
94614000,Дебесский муниципальный район,2014,1.0
94614415,Дебесское,2009,4.0
94614415,Дебесское,2010,3.0
94614415,Дебесское,2011,3.0
94614415,Дебесское,2012,1.0
94614450,Уйвайское,2010,1.0
94616000,Завьяловский муниципальный район,2009,10.0
94616000,Завьяловский муниципальный район,2010,14.0
94616000,Завьяловский муниципальный район,2011,10.0
94616000,Завьяловский муниципальный район,2012,5.0
94616000,Завьяловский муниципальный район,2013,7.0
94616000,Завьяловский муниципальный район,2014,7.0
94616000,Завьяловский муниципальный район,2015,5.0
94616000,Завьяловский муниципальный район,2016,4.0
94616000,Завьяловский муниципальный район,2017,5.0
94616000,Завьяловский муниципальный район,2018,4.0
94616000,Завьяловский муниципальный район,2020,3.0
94616000,Завьяловский муниципальный район,2022,3.0
94616405,Бабинское,2009,1.0
94616415,Завьяловское,2009,5.0
94616415,Завьяловское,2010,7.0
94616415,Завьяловское,2011,5.0
94616415,Завьяловское,2012,1.0
94616425,Каменское,2011,1.0
94616432,Октябрьское .,2012,1.0
94616437,Пироговское,2009,1.0
94616437,Пироговское,2010,2.0
94616437,Пироговское,2011,1.0
94616437,Пироговское,2012,1.0
94616440,Подшиваловское,2009,1.0
94616440,Подшиваловское,2010,1.0
94616447,Хохряковское,2010,2.0
94616447,Хохряковское,2011,1.0
94616450,Шабердинское,2009,1.0
94616450,Шабердинское,2010,1.0
94616450,Шабердинское,2011,1.0
94616450,Шабердинское,2012,1.0
94616460,Ягульское.,2009,1.0
94616460,Ягульское.,2010,1.0
94616460,Ягульское.,2011,1.0
94616460,Ягульское.,2012,1.0
94618000,Игринский муниципальный район,2009,7.0
94618000,Игринский муниципальный район,2010,8.0
94618000,Игринский муниципальный район,2011,6.0
94618000,Игринский муниципальный район,2012,5.0
94618000,Игринский муниципальный район,2013,3.0
94618000,Игринский муниципальный район,2014,4.0
94618000,Игринский муниципальный район,2015,2.0
94618000,Игринский муниципальный район,2016,2.0
94618000,Игринский муниципальный район,2018,4.0
94618000,Игринский муниципальный район,2019,4.0
94618415,Игринское,2009,5.0
94618415,Игринское,2010,5.0
94618415,Игринское,2011,5.0
94618415,Игринское,2012,5.0
94618445,Беляевское,2009,1.0
94618445,Беляевское,2010,1.0
94618450,Сепское,2009,1.0
94618450,Сепское,2010,1.0
94618453,Факельское,2010,1.0
94618453,Факельское,2011,1.0
94620000,Камбарский муниципальный район,2009,7.0
94620000,Камбарский муниципальный район,2010,10.0
94620000,Камбарский муниципальный район,2011,7.0
94620000,Камбарский муниципальный район,2012,11.0
94620000,Камбарский муниципальный район,2013,14.0
94620000,Камбарский муниципальный район,2014,12.0
94620000,Камбарский муниципальный район,2015,7.0
94620000,Камбарский муниципальный район,2016,6.0
94620000,Камбарский муниципальный район,2017,7.0
94620000,Камбарский муниципальный район,2018,8.0
